Date,Open,High,Low,Close,Volume,OpenInterest
2021-11-10,1102.77,1104.97,1054.68,1063.51,20611963,0
2021-11-11,1047.5,1054.5,1019.2,1033.5,23849794,0
2021-11-14,1017.63,1031.98,978.6,1013.69,32909373,0
2021-11-15,1003.31,1057.2,1002.18,1054.54,24663144,0
2021-11-16,1063.11,1119.64,1055.5,1089.4,29549771,0
2021-11-17,1106.55,1112,1075.02,1096.37,19523378,0
2021-11-18,1099.16,1138.7198,1092.7,1137.12,19639641,0
2021-11-21,1162.01,1201.95,1132.43,1156.05,30542562,0
2021-11-22,1167.51,1180.4999,1062.7,1108.81,34397054,0
2021-11-23,1080.39,1132.77,1062,1115.85,20960960,0
2021-11-25,1099.44,1108.7827,1081,1081.79,10205161,0
2021-11-28,1100.79,1142.67,1100.19,1136.98,17659389,0
2021-11-29,1144.01,1168,1118,1144.92,22427418,0
2021-11-30,1160.01,1172.8398,1090.76,1094.22,21391317,0
2021-12-01,1100.01,1113,1056.65,1084.53,22383901,0
2021-12-02,1084.45,1090.5753,1000.21,1015.14,28779030,0
2021-12-05,1001.85,1021.64,950.5,1008.37,25299910,0
2021-12-06,1044.21,1057.674,1026.81,1051.72,16697951,0
2021-12-07,1052.33,1072.38,1033.0001,1068.1,12680276,0
2021-12-08,1060.5,1062.49,1002.36,1003.42,18401977,0
2021-12-09,1008.94,1012.8086,982.53,993.31,7776567,0
