Date,Open,High,Low,Close,Volume,OpenInterest
2021-07-21,656.35,662.17,644.6001,649.1232,14317862,0
2021-07-22,646.06,648.8,637.3001,643.32,13655130,0
2021-07-25,650.59,668.1999,647.11,658.2899,21092626,0
2021-07-26,663.64,666.5,627.24,644.78,31232379,0
2021-07-27,646.78,654.9699,639.4001,646.97,14977027,0
2021-07-28,650.07,683.69,648.8,677.36,28853702,0
2021-07-29,671.75,697.53,669,687.6,27669216,0
2021-08-01,699.87,726.94,698.4,709.66,31238339,0
2021-08-02,718.68,722.65,701.01,709.86,20451195,0
2021-08-03,711.24,724.9,708.93,710.91,15577340,0
2021-08-04,715.88,720.9499,711.41,714.63,12055445,0
2021-08-05,711.71,716.33,697.63,698.89,14266871,0
2021-08-08,710.01,719.03,705.13,713.73,13158590,0
2021-08-09,713.25,716.59,701.88,709.99,12217890,0
2021-08-10,712.75,715.18,704.21,707.84,9070550,0
2021-08-11,706.37,722.8,699.4,722.1983,16743143,0
2021-08-12,723.8,729.9,714.34,717.28,15123022,0
2021-08-15,705.4,709.5,676.4,686.15,20921438,0
2021-08-16,672.71,674.58,648.84,665.86,22100268,0
2021-08-17,670.03,695.77,669.35,689.29,18588361,0
2021-08-18,678.22,686.55,667.59,673.47,13116083,0
2021-08-19,682.72,692.1299,673.7,680.09,13511215,0
2021-08-22,685.57,712.1299,680.7505,706.18,18960307,0
2021-08-23,710.8,715.22,702.64,708.4794,12195272,0
2021-08-24,707,716.97,704,711.01,11700325,0
2021-08-25,708.29,715.4,697.6201,701.15,12542023,0
2021-08-26,705.1,715,702.1001,711.75,12911642,0
2021-08-29,714.5,731,712.73,730.83,17730055,0
2021-08-30,732.77,740.39,726.44,735.76,16877243,0
2021-08-31,734.1,741.99,731.2701,734.08,12003545,0
2021-09-01,734.49,740.97,730.54,732.39,12093852,0
2021-09-02,731.66,734,724.2,733.75,13992007,0
2021-09-06,740,760.2,739.26,752.74,18747758,0
2021-09-07,761.33,764.45,741.48,753.887,17447965,0
2021-09-08,753.71,762.1,751.6301,754.86,13296489,0
2021-09-09,759.75,762.61,734.5201,736.24,14236852,0
2021-09-12,740.4,744.78,708.85,743.12,21881630,0
2021-09-13,742.51,754.47,736.4,744.54,17747138,0
2021-09-14,745,756.86,738.36,755.87,14354154,0
2021-09-15,752.52,758.91,747.61,756.91,12565610,0
2021-09-16,756.51,761.04,750,760.05,18472618,0
2021-09-19,734.13,742,718.6249,730.26,22441736,0
2021-09-20,734.88,744.7399,730.44,739.38,14922085,0
2021-09-21,743.5,753.6699,739.12,751.75,13586028,0
2021-09-22,755.07,758.2,747.92,753.68,11244060,0
2021-09-23,745.89,774.8,744.56,774.54,20458573,0
2021-09-26,773.22,799,769.31,791.4,26193857,0
2021-09-27,787.21,795.64,766.1801,777.56,23562104,0
2021-09-28,780.81,793.5,770.68,781.3,19864201,0
2021-09-29,780.5,789.1305,775,775.12,16607487,0
2021-09-30,778.23,780.78,763.59,775.22,15534257,0
2021-10-03,796.52,806.9699,776.12,781.59,28234226,0
2021-10-04,784.3,797.31,774.2,780.6,17494284,0
2021-10-05,776.2,786.66,773.22,782.53,13556622,0
2021-10-06,785.75,805,783.38,793.54,16655597,0
2021-10-07,796,796.38,780.91,785.5155,15877370,0
2021-10-10,787.49,801.24,785.5,791.67,13489162,0
2021-10-11,800.89,812.32,796.57,805.73,20066176,0
2021-10-12,810.15,815.41,805.78,811.27,13127145,0
2021-10-13,815.39,820.25,813.3501,818.01,11132081,0
2021-10-14,824,843.21,822.35,843.07,17613307,0
2021-10-17,851.48,875.26,851.47,870.11,21278456,0
2021-10-18,877.35,877.95,862.51,864.16,16088677,0
2021-10-19,865.3,869.49,857.38,865.79,11438596,0
2021-10-20,856.25,900,855.5046,893.6,29995717,0
2021-10-21,895.5,910,890.96,909.5,21177618,0
2021-10-24,950.7,1045.02,944.2,1024.86,59563450,0
2021-10-25,1024.7,1094.94,1001.44,1018.06,60207022,0
2021-10-26,1038.78,1070.88,1030.78,1038,35678057,0
2021-10-27,1068.03,1081,1054.2,1077.09,24517641,0
2021-10-28,1081.41,1115.21,1073.205,1114.18,27215436,0
2021-10-31,1145.01,1209.75,1118.66,1209.48,51136101,0
2021-11-01,1159.355,1208.59,1146,1171.85,38817598,0
2021-11-02,1177.43,1215.39,1152.62,1213.688,32191945,0
2021-11-03,1234.14,1243.49,1217,1229.73,23702373,0
2021-11-04,1228.45,1239.87,1208,1221.4406,20606706,0
2021-11-07,1149.69,1197,1133,1162.73,28835359,0
2021-11-08,1173.6,1174.5,1011.52,1023.51,57380681,0
2021-11-09,1010.41,1078.1,987.31,1067.76,39110436,0
