Date,Open,High,Low,Close,Volume,OpenInterest
1627358400,663.64,666.5,627.24,644.78,31232379,0
1627444800,646.78,654.9699,639.4001,646.97,14977027,0
1627531200,650.07,683.69,648.8,677.36,28853702,0
1627617600,671.75,697.53,669,687.6,27669216,0
1627876800,699.87,726.94,698.4,709.66,31238339,0
1627963200,718.68,722.65,701.01,709.86,20451195,0
1628049600,711.24,724.9,708.93,710.91,15577340,0
1628136000,715.88,720.9499,711.41,714.63,12055445,0
1628222400,711.71,716.33,697.63,698.89,14266871,0
1628481600,710.01,719.03,705.13,713.73,13158590,0
1628568000,713.25,716.59,701.88,709.99,12217890,0
1628654400,712.75,715.18,704.21,707.84,9070550,0
1628740800,706.37,722.8,699.4,722.1983,16743143,0
1628827200,723.8,729.9,714.34,717.28,15123022,0
1629086400,705.4,709.5,676.4,686.15,20921438,0
1629172800,672.71,674.58,648.84,665.86,22100268,0
1629259200,670.03,695.77,669.35,689.29,18588361,0
1629345600,678.22,686.55,667.59,673.47,13116083,0
1629432000,682.72,692.1299,673.7,680.09,13511215,0
1629691200,685.57,712.1299,680.7505,706.18,18960307,0
1629777600,710.8,715.22,702.64,708.4794,12195272,0
1629864000,707,716.97,704,711.01,11700325,0
1629950400,708.29,715.4,697.6201,701.15,12542023,0
1630036800,705.1,715,702.1001,711.75,12911642,0
1630296000,714.5,731,712.73,730.83,17730055,0
1630382400,732.77,740.39,726.44,735.76,16877243,0
1630468800,734.1,741.99,731.2701,734.08,12003545,0
1630555200,734.49,740.97,730.54,732.39,12093852,0
1630641600,731.66,734,724.2,733.75,13992007,0
1630987200,740,760.2,739.26,752.74,18747758,0
1631073600,761.33,764.45,741.48,753.887,17406952,0
1631160000,753.71,762.1,751.6301,754.86,13296489,0
1631246400,759.75,762.61,734.5201,736.24,14236852,0
1631505600,740.4,744.78,708.85,743.12,21881630,0
1631592000,742.51,754.47,736.4,744.54,17747138,0
1631678400,745,756.86,738.36,755.87,14354154,0
1631764800,752.52,758.91,747.61,756.91,12565610,0
1631851200,756.51,761.04,750,760.05,18472618,0
1632110400,734.13,742,718.6249,730.26,22441736,0
1632196800,734.88,744.7399,730.44,739.38,14922085,0
1632283200,743.5,753.6699,739.12,751.75,13586028,0
1632369600,755.07,758.2,747.92,753.68,11244060,0
1632456000,745.89,774.8,744.56,774.54,20458573,0
1632715200,773.22,799,769.31,791.4,26193857,0
1632801600,787.21,795.64,766.1801,777.56,23562104,0
1632888000,780.81,793.5,770.68,781.3,19864201,0
1632974400,780.5,789.1305,775,775.12,16607487,0
1633060800,778.23,780.78,763.59,775.22,15534257,0
1633320000,796.52,806.9699,776.12,781.59,28234226,0
1633406400,784.3,797.31,774.2,780.6,17494284,0
1633492800,776.2,786.66,773.22,782.53,13556622,0
1633579200,785.75,805,783.38,793.54,16655597,0
1633665600,796,796.38,780.91,785.5155,15877370,0
1633924800,787.49,801.24,785.5,791.67,13489162,0
1634011200,800.89,812.32,796.57,805.73,20066176,0
1634097600,810.15,815.41,805.78,811.27,13127145,0
1634184000,815.39,820.25,813.3501,818.01,11132081,0
1634270400,824,843.21,822.35,843.07,17613307,0
1634529600,851.48,875.26,851.47,870.11,21278456,0
1634616000,877.35,877.95,862.51,864.16,16088677,0
1634702400,865.3,869.49,857.38,865.79,11438596,0
1634788800,856.25,900,855.5046,893.6,29995717,0
1634875200,895.5,910,890.96,909.5,21177618,0
1635134400,950.7,1045.02,944.2,1024.86,59563450,0
1635220800,1024.7,1094.94,1001.44,1018.06,60207022,0
1635307200,1038.78,1070.88,1030.78,1038,35678056,0
1635393600,1068.03,1081,1054.2,1077.09,24517641,0
1635480000,1081.41,1115.21,1073.205,1114.18,27215436,0
1635739200,1145.01,1209.75,1118.66,1209.48,51136101,0
1635825600,1159.355,1208.59,1146,1171.85,38817598,0
1635912000,1177.43,1215.39,1152.62,1213.688,32191945,0
1635998400,1234.14,1243.49,1217,1229.73,23702373,0
1636084800,1228.45,1239.87,1208,1221.4406,20606706,0
1636347600,1149.69,1197,1133,1162.73,28835359,0
1636434000,1173.6,1174.5,1011.52,1023.51,57380681,0
1636520400,1010.41,1078.1,987.31,1067.76,39110436,0
1636606800,1102.77,1104.97,1054.68,1063.51,20611963,0
1636693200,1047.5,1054.5,1019.2,1033.5,23849794,0
1636952400,1017.63,1031.98,978.6,1013.69,32909373,0
1637038800,1003.31,1057.2,1002.18,1054.54,24663144,0
1637125200,1063.11,1119.64,1055.5,1089.4,29549771,0
1637211600,1106.55,1112,1075.02,1096.37,19523378,0
1637298000,1099.16,1138.7198,1092.7,1137.12,19639641,0
1637557200,1162.01,1201.95,1132.43,1156.05,30542562,0
1637643600,1167.51,1180.4999,1062.7,1108.81,34397054,0
1637730000,1080.39,1132.77,1062,1115.85,20960960,0
1637902800,1099.44,1108.7827,1081,1081.79,10205161,0
1638162000,1100.79,1142.67,1100.19,1136.98,17659389,0
1638248400,1144.01,1168,1118,1144.92,22427418,0
1638334800,1160.01,1172.8398,1090.76,1094.22,21391317,0
1638421200,1100.01,1113,1056.65,1084.53,22383901,0
1638507600,1084.45,1090.5753,1000.21,1015.14,28779030,0
1638766800,1001.85,1021.64,950.5,1008.37,25299910,0
1638853200,1044.21,1057.674,1026.81,1051.72,16697951,0
1638939600,1052.33,1072.38,1033.0001,1068.1,12680276,0
1639026000,1060.5,1062.49,1002.36,1003.42,18401977,0
1639112400,1008.94,1020.9797,982.53,1016.69,17753540,0
1639371600,1000.59,1005,952.01,965.06,19707428,0
1639458000,944.86,966.41,930,958.37,21558315,0
1639544400,953.21,971.6499,928.2501,944.085,17135961,0
